"id","obligation"
885,"Die Luftfeuchtigkeit muss nach dem Einsatz während mindestens 24 Stunden über 90% r. F.  gehalten werden. Behandlung nach 7-14 Tagen wiederholen."
886,"Die Spritzbrühe nach der Herstellung so schnell als möglich applizieren, da die Emulsionsstabilität gering ist."
887,"Die Sulfurylfluoridkonzentrationen in der Luft der Troposphäre sollen überwacht werden. Der Zulassungsinhaber hat die Berichte über die Überwachung alle fünf Jahre, beginnend am 12. Juli 2010, der Bewilligungsstelle zu übermitteln."
888,"Durch den Einsatz des Produktes bei Apfel kann es zu einem höheren Fruchtansatz kommen."
889,"Einsatz am Tag vor errechnetem Blüten-Infektionstag. Bei mehreren aufeinanderfolgenden Infektionstagen muss die Behandlung alle 2 Tage wiederholt werden, so lange neu Blüten aufgehen."
890,"Einsatz in Kombination mit 'Aphipar'."
891,"Entspricht 1.5 Mio Nematoden / Liter; Wasseraufwandmenge von 1250 l/ha."
892,"Ernte- und Lagergüter dürfen weder direkt noch indirekt kontaminiert werden."
893,"Erste Anwendung 2-3 Tage nach der Pflanzung, zweite Anwendung 12-16 Tage später."
894,"Es dürfen keine grünen Teile der Kulturpflanzen mit dem Herbizid in Kontakt kommen; Abdrift vermeiden."
895,"Es müssen geeignete Massnahmen zur Begrenzung des Risikos für Anwender und Umstehende vorgesehen werden."
896,"Flächenbehandlung nach Neuansaat."
897,"Früchte, welche bei der Behandlung am Boden liegen, dürfen nicht verzehrt werden."
898,"Fungizideinsatz kann zu einer Wirkungseinbusse  führen."
899,"Für alle Anwendungen (Feuerbrand + Hemmung des Triebwachstums): maximal 0.3 kg Prohexadione-Calcium pro Hektar und Jahr."
900,"Für Blattnutzung (Verzehr der Blätter)."
901,"Für die Dosierung ist die Gebrauchsanweisung zu beachten."
902,"Gefahr von Phytotoxizität bei einer Behandlung bei Sonneneinstrahlung."
903,"Gegen Rotbrenner nur in Tankmischung mit 0.1% Folpet DG."
904,"Gegen Verletzungen beim Hantieren mit Druckgasflaschen Arbeitshandschuhe verwenden. Gegen Erfrierungen durch sich schnell entspannendes Gas sind beim Öffnen der Gasflasche die Handschuhe abzulegen."
905,"Geprüfte Anwendung bei Kaiser Alexander."
906,"Giessen."
907,"Gleichzeitig oder aufgeteilt auf mehrere Wochen freilassen."
908,"Grüne Pflanzenteile von erwünschten Pflanzen dürfen nicht behandelt werden."
909,"Im Behandlungsjahr anfallendes Erntegut/Mähgut nicht verfüttern."
910,"Im Frühjahr nach dem Austrieb, bei einer 5 - 10 cm Wuchshöhe."
911,"Im Frühjahr nach dem Austrieb, bei einer 5 - 15 cm Wuchshöhe."
912,"Im Tauchverfahren bei Nadelhölzer 15 l/1000 Pflanzen. Im Tauchverfahren bei Laubhölzern 8-10 l/1000 Pflanzen."
913,"In 500 l Wasser/ha."
914,"In Tankimschung mit Mero (1.0-2.0 l/ha)."
915,"In Tankmischung mit 0.4 kg/ha Carbendazim (60% WP) bei starkem Befallsdruck."
916,"In Tankmischung mit 0.5 kg/ha Dancor 70 WG."
917,"In Tankmischung mit 0.5 kg/ha Metribuzin (70% WG)."
918,"In Tankmischung mit 0.65 l/ha Fandango."
919,"In Tankmischung mit 0.65 l/ha Input."
920,"In Tankmischung mit 2.5 kg/ha Mancozeb 80 LG oder 1.5 l/ha Rover (500 g/l Chlorothalonil)."
921,"In Tankmischung mit Centium 36 CS (0.2-0.25 l/ha)."
922,"In Wintergetreide darf die Anwendung nicht vor dem 1. April erfolgen."
923,"Kann bei empfindlichen Sorten zu einer Mehrberostung der Früchte führen."
924,"Keine Anwendung in der Produktion von Steckzwiebeln."
925,"Keine Behandlung im Pflanzjahr."
926,"Keine Behandlung von Tafelobst."
927,"Keine Kompostbehandlung."
928,"Keine Niederschläge während mindestens 3 Stunden nach der Behandlung."
929,"Keine Wirkung auf bodenbürtigen Schneeschimmel."
930,"Kernobst ab 1. Standjahr, Steinobst ab 2. Standjahr"
931,"Leeres Gebinde gründlich reinigen und zur Kehrichtabfuhr."
932,"Max. 3 Splitbehandlungen, max. 2 l/ha je Split."
933,"Maximal 1 Behandlung in dieser Anwendung."
934,"Maximal 1 Behandlung pro Kultur bei dieser Indikation."
935,"Maximal 1 Behandlung pro Kultur: entweder im Herbst (niedrige Dosierung) oder im Frühjahr (höhere Dosierung)."
936,"Maximal 10 Behandlungen."
937,"Maximal 2 Behandlungen im Abstand von 7-14 Tagen gegen diese Schaderreger."
938,"Maximal 2 Behandlungen in dieser Anwendung."
939,"Maximal 2 Behandlungen pro Kultur im Abstand von mindestens 10 Tagen."
940,"Maximal 2 Behandlungen pro Kultur im Abstand von mindestens 14 Tagen."
941,"Maximal 2 Behandlungen pro Kultur im Abstand von mindestens 2 Wochen."
942,"Maximal 2 Behandlungen pro Kultur und Jahr im Abstand von mindestens 14 Tagen."
943,"Maximal 2 Behandlungen pro Parzelle und Jahr  im Abstand von mindestens 21 Tagen."
944,"Maximal 2 Behandlungen pro Parzelle und Jahr im Abstand von 28 Tagen."
945,"Maximal 2 Behandlungen pro Parzelle und Jahr im Abstand von 7-10 Tagen."
946,"Maximal 2 Behandlungen pro Parzelle und Jahr im Abstand von mindestens 2 Wochen."
947,"Maximal 2 Behandlungen pro Pflanze im Abstand von 14 Tagen."
948,"Maximal 3 Behandlungen nach der Ernte."
949,"Maximal 4 Behandlungen im Abstand von 14 Tagen."
950,"Maximal 4 Behandlungen pro Jahr mit Produkten mit Cymoxanil"
951,"Maximal 4 Behandlungen pro Kultur im Abstand von mindestens 3 Wochen."
952,"Maximal 8 Behandlungen pro Kultur und Jahr."
953,"Maximal insgesamt 3 Spritz- und Giessbehandlungen pro Kultur und Jahr."
954,"Maximal zwei Behandlungsprogramme. Ein Behandlungsprogramm besteht aus maximal zwei Behandlungen zu je maximal 600 ml/ha in einem Abstand von 7 Tagen. Die Behandlungsprogramme mit mindestens zwei Behandlungen mit Produkten anderer Wirkstoffgruppen abwechseln."
955,"Maximale Aufwandmenge: 1.25 l/ha."
956,"Maximale Gaskonzentration: 128 g/m³ pro Begasung."
957,"Mehrere Anwendungen möglich. Maximale jährliche Ausbringmenge 16 l/ha."
958,"Mindestens 2 Freilassungen im Abstand von 2 Wochen oder 1 Beutel alle 4 Wochen."
959,"Mit 0.5l/ha Gondor (W 6326)."
960,"Mit 1 l/ha Dash EC (Netzmittel)."
961,"Mit mindestens 600 l Wasser pro ha."
962,"Mit Motor- oder Rückenspritze in 500-1500 L Wasser, mit Rückennebelblaser in 250-400 L Wasser."
963,"Nach der Behandlung mit dem Schnitt 4 Tage zuwarten (ideal 8 bis 10 Tage)."
964,"Nach pflugloser Ansaat von anfälligen Sorten nach Weizen oder Mais."
965,"Nach Zugabe des Produktes in den Vernebler: Raum sofort verlassen und Raum gut verschliessen. Während der Behandlungszeit sicherstellen, dass niemand den Raum betritt. Nach Abschluss der Behandlungszeit: Raum vor dem Wiederbetreten mindestens 15 Minuten gründlich lüften."
966,"Nacherntebehandlung."
967,"Nematodenbehandlung vor Pflanzung."
968,"Nicht anwenden bei drohender Frostgefahr."
969,"Nicht bei alleiniger Tröpfchenbewässerung einsetzen."
970,"Nicht kombiniert mit anderen Pflanzenschutzmitteln anwenden."
971,"Nicht mehr als 2 aufeinander folgende Behandlungen."
972,"Nicht mit Ca-Blattdüngern mischen (2 - 3 Tage Abstand zwischen den Behandlungen)."
973,"Nicht mit Gibberellin-haltigen Produkten und anderen Ausdünnungspräparaten ausbringen (2 - 3 Tage Abstand zwischen den Behandlungen)."
974,"Nicht vernebeln oder verdampfen."
975,"Nur 1 Anwendung."
976,"Nur als Reihenbehandlung."
977,"Nur als Zugabe zur Nährlösung."
978,"Nur bei Befall (sichtbare Wirkung tritt erst nach 14 Tagen ein). Nachbehandlung, falls nötig, frühestens nach 3 Wochen."
979,"Nur bei starkem Befallsdruck."
980,"Nur Einzelpflanzenbehandlung gemäss Direktzahlungsverordnung (DZV) zugelassen (keine Flächenbehandlung)."
981,"Nur für Nutzung als nachwachsender Rohstoff für technische Zwecke."
982,"Nur in Ertragsreben."
983,"Nur in Tankmischung mit 0.0175% Flint."
984,"Nur in Tankmischung mit 0.03% Delan WG oder 0.1% Captan (80%)."
985,"Nur in Tankmischung mit 0.1% Folpet 80 WDG (1.6 kg/ha)."
986,"Nur in Tankmischung mit 0.1% Folpet 80%."
987,"Nur in Tankmischung mit 0.125% Kocide 2000 oder mit 0.1% Oxycuivre 50."
988,"Nur in Tankmischung mit 0.2 kg/ha Dancor 70 WG."
989,"Nur in Tankmischung mit Captan 80 % (0.1 %, 1.6 kg/ha) oder Dithianon 70 % (0.03 %, 480 g/ha)."
990,"Nur in Tankmischung mit Captan 80 WDG (0.1%, 1.6 kg/ha) oder Delan WG (0.03%, 480 g/ha)."
991,"Nur in Tankmischung mit Captan-S WG (0.1%, 1.6 kg/ha) oder Delan WG (0.03%, 480 g/ha)."
992,"Nur in Tankmischung mit Folpet (0.1%)."
993,"Nur in Tankmischung mit Malvin WG 0.1% (1.6 kg/ha),  Delan WG 0.03% (480 g/ha) oder Delan 500 SC 0.05% (0.8 l/ha)."
994,"Nur in Tankmischung mit Slick 0.015% und Malvin WG 0.1% oder mit Slick 0.015% und Delan WG 0.03%."
995,"Nur Pflanzen im Wachstum behandeln."
996,"Nur während der vollständigen Vegetationsruhe ausgangs Winter anwenden."
997,"Nur zur Verwendung durch Personen, die im Besitze einer Fachbewilligung für die Schädlingsbekämpfung mit Sulfurylfluorid sind, gemäss Artikel 1 der Verordnung des EDI über die Fachbewilligung für die Schädlingsbekämpfung mit Begasungsmitteln VFB-B (SR 814.812.33)."
998,"Saatbeetbehandlung."
999,"Seitenknospen nicht länger als 2.5 cm."
1000,"Sicherstellen, dass der behandelte Rasen bis zum nächsten Schnitt (inklusive Entfernung Schnittgut) nur mit langärmeligen Hemd + langen Hosen + festem Schuhwerk + Schutzhandschuhen betreten wird."
1001,"Sortenempfindlichkeit beachten."
1002,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Pflanzenschutzmittel, welches Bifenazat enthält, nicht mehr als vier Mal pro Jahr ausgebracht werden."
1003,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Produkt, welches einen Wirkstoff aus der Wirkstoffgruppe der CAA (Carboxylic acid amides) oder Zoxamid enthält, nicht mehr als 3 mal pro Parzelle und Jahr ausgebracht werden."
1004,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Produkt, welches einen Wirkstoff aus der Wirkstoffgruppe der SSH (Sterolsynthesehemmer) enthält, nicht mehr als 4 mal pro Parzelle und Jahr ausgebracht werden."
1005,"SPa 1: Zur Vermeidung einer Resistenzbildung dürfen Pflanzenschutzmittel aus der gleichen Wirkstoffgruppe nicht mehr als 2 mal pro Kultur ausgebracht werden."
1006,"SPa 1: Zur Vermeidung einer Resistenzbildung dürfen Pflanzenschutzmittel aus der gleichen Wirkstoffgruppe nicht mehr als 3 mal pro Parzelle und Jahr ausgebracht werden."
1007,"SPa 1: Zur Vermeidung einer Resistenzbildung dürfen Pflanzenschutzmittel mit einem Wirkstoff der Gruppe der QoI (Quinone outside Inhibitors) nicht mehr als 2 Mal pro Parzelle und Jahr ausgebracht werden"
1008,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 2 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe FRAC Nr.11."
1009,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Jahr und Parzelle mit Produkten aus der Wirkstoffgruppe FRAC Nr. 40 (CAA, Carboxylic acid amides) oder FRAC Nr. 45 (QoSI, Quinone outside inhibitor stigmatellin binding type)."
1010,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Kultur mit Produkten aus der Wirkstoffgruppe FRAC G1 (Sterolsynthesehemmer, SSH)."
1011,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Kultur und Jahr mit Produkten aus der Wirkstoffgruppe FRAC Nr.11 (Strobilurine, QoI-Hemmer)."
1012,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Kultur und Jahr mit Produkten aus der Wirkstoffgruppe FRAC Nr.11."
1013,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 4 Behandlungen pro Jahr und Parzelle mit Produkten aus der Wirkstoffgruppe FRAC Nr.29 (Fluazinam) oder FRAC Nr. 40 (CAA Carboxylic acid amides)."
1014,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 4 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe FRAC Nr. 03."
1015,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 4 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe FRAC Nr. 40 (Carboxylic acid amides, CAA)."
1016,"SPa1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Pflanzenschutzmittel, welches den Wirkstoff Proquinazid, Quinoxyfen oder einen anderen Wirkstoff aus der Gruppe der Azanaphtalene enthält nicht mehr als 3 Mal pro Parzelle und Jahr ausgebracht werden, wovon höchstens 2 aufeinander folgende Behandlungen erlaubt sind."
1017,"SPe 1 - Zum Schutz des Grundwassers maximal 1 Anwendung mit einem Trifloxystrobin-haltigen Produkt pro Kultur und Jahr."
1018,"SPe 1 - Zum Schutz von Grundwasser Anwendung Quinmerac-haltiger Produkte nur alle 2 Jahre auf derselben Parzelle. Herbstanwendung nur alle 4 Jahre.  Maximal 250 g Quinmerac/ ha."
1019,"SPe 1 - Zum Schutz von Grundwasser dieses Pflanzenschutzmittel oder andere Fluopicolidehaltige Pflanzenschutzmittel nicht mehr als 2 mal pro Parzelle und Jahr anwenden."
1020,"SPe 1 - Zum Schutz von Grundwasser Pethoxamid-haltige Pflanzenschutzmittel nicht mehr als 1 mal alle 2 Jahre auf derselben Parzelle in dieser Kultur anwenden."
1021,"SPe 1 - Zum Schutz von Grundwasser Sulfosulfuron-haltige Pflanzenschutzmittel nicht mehr als 1 mal alle 2 Jahre auf derselben Parzelle anwenden."
1022,"SPe 3: Zum Schutz von Gewässerorganismen muss das Abschwemmungsrisiko gemäss den Weisungen der Zulassungsstelle um 3 Punkte reduziert werden. Sollte maximal 1 Anwendung pro Jahr erfolgen, muss das Abschwemmungsrisiko gemäss den Weisungen der Zulassungsstelle um 2 Punkte reduziert werden."
1023,"SPe 3: Zum Schutz von Gewässerorganismen vor den Folgen von Drift eine unbehandelte Pufferzone von 50 m zu Oberflächengewässern einhalten. Zum Schutz vor den Folgen einer Abschwemmung müssen die Fahrgassen mit einer geschlossenen Pflanzendecke bedeckt sein. Reduktion der Distanz aufgrund von Drift und Ausnahmen gemäss den Weisungen der Zulassungsstelle."
1024,"SPe 3: Zum Schutz von Nichtzielarthropoden vor den Folgen von Drift eine unbehandelte Pufferzone von 60 m zu Biotopen (gemäss Art. 18a und 18b NHG) einhalten."
1025,"SPe 8 - Gefährlich für Bienen: Darf nur ausserhalb des Bienenfluges (abends) mit blühenden oder Honigtau aufweisenden Pflanzen (z.B. Kulturen, Einsaaten, Unkräuter, Nachbarkulturen, Hecken) in Kontakt kommen."
1026,"Splitbehandlung (angegebene Aufwandmenge entspricht total bewilligter Menge pro Kultur); Vorauflauf, unmittelbar nach der Saat: 0.15 kg/ha; Nachauflauf, Stadium 12-16 (BBCH): 0.15 kg/ha."
1027,"Splitbehandlung gemäss den Angaben der Bewilligungsinhaberin (max. 3 l/ha je Split, angegebene Aufwandmenge entspricht total bewilligter Menge)."
1028,"Splitbehandlung. 1. Behandlung: max. 1.5 l/ha; 2. Behandlung: max. 1.0 l/ha oder 1. Behandlung  max. 1.0 l/ha, 2. Behandlung max. 1.5 l/ha (angegebene Aufwandmenge entspricht total bewilligter Menge)."
1029,"Teilwirkung gegen Käferarten der Gattung Tribolium und gegen ältere Mottenlarven."
1030,"Toxisch für Raubwanzen und Raubmilben."
1031,"Unkräuter sind im vollen Wachstum und bevor sie Samenträger bilden zu behandeln."
1032,"Veränderungen des Geschmacks von behandelten Zwiebeln sind nicht auszuschliessen."
1033,"Verwendung der Tauchlösung: Schutzhandschuhe + Schutzanzug + Schutzbrille tragen."
1034,"Vor dem Austrieb ist eine Behandlung direkt auf die Kultur möglich. Nach dem Austrieb nur zwischen den Reihen behandeln."
1035,"Vor der Aussaat oder Pflanzung mit dem Substrat mischen."
1036,"Vor einem Einsatz muss die Pflanzenverträglichkeit auf einer kleinen Fläche abgeklärt werden."
1037,"Vor einem grossflächigen Einsatz muss die Pflanzenverträglichkeit auf einzelnen Pflanzen getestet werden."
1038,"Während 12 Std. nach Behandlung Temperaturen über 8°C und feuchte Stämme."
1039,"Zur Vermeidung von Spritzflecken auf Zierpflanzen zum Zeitpunkt des Verkaufs die Behandlung genügend früh durchführen."
1040,"Zwischenreihenbehandlung, Anwendung ausschliesslich unter Verwendung von Spritzschirmen."
1041,"1 Behandlung nach der Ernte, spätestens bei Farbstadium 3.5 - 4."
1042,"1 Behandlung während 24-48h im Reiferaum."
1043,"1 Einheit = 40 Adulte"
1044,"1 Einheit = 50 Adulte"
1045,"1 Freilassung (auf 25 Kartonträgern) pro ha"
1046,"1-2 Anwendungen pro Aufwuchs."
1047,"1-2 Anwendungen."
1048,"1-2 Behandlungen pro Kultur."
1049,"1-2 Behandlungen pro Parzelle und Jahr im Abstand von 3 Wochen und 2-6 Wochen vor der Ernte."
1050,"1-3 Splitbehandlungen, 0.5 kg/ha je Split."
1051,"1. Applikation: ca. 2 Wochen vor der Pflanzung, Anwendung in  das Pflanzloch bzw. auf die Pflanzreihen oder über das Bewässerungssystem."
1052,"1. Behandlung bei der Pflanzung."
1053,"1. Freilassung: ca Anfang Juli (Eiablage der 2. Generation Pflaumenwickler)"
1054,"2 Anwendungen."
1055,"2 Behandlungen im Abstand von 10 Tagen. 1. Behandlung kurz vor dem Farbumschlag."
1056,"2 Behandlungen im Abstand von 10-15 Tagen (maximal 3 Behandlungen pro Parzelle und Jahr)."
1057,"2 Splitbehandlungen, maximal 0.75 kg/ha je Split (angegebene Aufwandmenge entspricht total bewilligter Menge)."
1058,"2 Splitbehandlungen, maximal 1.0 kg/ha je Split (angegebene Aufwandmenge entspricht total bewilligter Menge)."
1059,"2-3 Freilassungen im Abstand von 2 Wochen"
1060,"2-4 Behandlungen im Abstand von 5 Tagen, empfohlene Brühemenge 800 l/ha."
1061,"2-malige Splitbehandlung auch möglich (angegebene Aufwandmenge entspricht total bewilligter Menge)."
1062,"2. Applikation (Behandlung der Jungpflanzen): Tauchen der Wurzelballen in Brühe bzw. Giessen."
1063,"3 Behandlungen im Abstand von je ca. 14 Tagen."
1064,"3-4 Behandlungen."
1065,"3. Folgeapplikationen (alle 6 Wochen): Anwendung in das Pflanzloch bzw. auf die Pflanzreihen oder über das Bewässerungssystem."
1066,"Als Ergänzung zu einer Vorauflaufbehandlung."
1067,"Als Zusatz zu den durch die Firma zu bestimmenden Herbiziden und Insektiziden."
1068,"Als Zusatz zu den durch die Firma zu bestimmenden Herbiziden und Saatbeizmitteln."
1069,"Als Zusatz zu den durch die Firma zu bestimmenden Herbiziden, Fungiziden und Regulatoren für die Pflanzenentwicklung"
1070,"Als Zusatz zu den durch die Firma zu bestimmenden Insektiziden."
1071,"Angabe der geeigneten Kulturen und Anbaubedingungen durch den Bewilligungsinhaber."
1072,"Angegebene Aufwandmenge entspricht 0.2-0.4 Aufhängebeutel/m2."
1073,"Angegebene Aufwandmenge entspricht 0.5-1 Aufhängebeutel / m2."
1074,"Anlagegrösse nicht unter 0.5-1 ha. Reihenabstand nicht über 4.5 m."
1075,"Anlagegrösse nicht unter 0.5-1 ha. Reihenabstand nicht über 4.5 m. Für grössere Flächen ab 1-2 ha kann die Anzahl der Dispenser auf 300/ha reduziert werden."
1076,"Anlagegrösse nicht unter 15 ha oder mindestens 5 ha innerhalb einer Fläche von 15-20 ha, in der die Verwirrungstechnik gegen den Apfelwickler mit anderen Produkten gemäss den Angaben der Bewilligungsinhaberin eingesetzt wird."
1077,"Ansetzen der Brühe: Schutzhandschuhe + Schutzbrille oder Visier tragen."
1078,"Ansetzen der Brühe: Schutzhandschuhe + Schutzbrille oder Visier tragen. Behandlung: Schutzhandschuhe tragen."
1079,"Ansetzen der Giessbrühe: Schutzbrille oder Visier tragen."
1080,"Ansetzen der Giessbrühe: Schutzhandschuhe + Schutzbrille oder Visier tragen."
1081,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Atemschutzmaske (A2) tragen. Ausbringen der Spritzbrühe: Schutzhandschuhe + Schutzanzug tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten."
1082,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Atemschutzmaske (P3) tragen"
1083,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Schutzbrille + Atemschutzmaske (A2) tragen. Ausbringen der Spritzbrühe: Schutzbrille oder Visier tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten."
1084,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Schutzbrille + Atemschutzmaske (P3) tragen. Ausbringen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Visier + Kopfbedeckung tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten."
1085,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Schutzbrille oder Visier tragen. Tauchbehandlung des Pflanzguts: Schutzhandschuhe + Schutzanzug + Visier + Kopfbedeckung tragen. Umgang mit behandeltem Pflanzgut: Schutzhandschuhe + Schutzanzug tragen."
1086,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Schutzbrille oder Visier tragen. Ausbringen der Spritzbrühe: Schutzhandschuhe tragen."
1087,"Ansetzen der Spritzbrühe: Schutzhandschuhe tragen. Ausbringen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Kopfbedeckung tragen."
1088,"Ansetzen der Streichlösung: Schutzhandschuhe + Schutzbrille oder Visier tragen. Ausbringen der Streichlösung: Schutzhandschuhe tragen."
1089,"Ansetzen des Mittels: Schutzhandschuhe + Schutzanzug + Schutzbrille oder Visier tragen. Ausbringen des Mittels: Schutzhandschuhe + Schutzbrille oder Visier tragen."
1090,"Ansetzen und Ausbringen der Streichlösung: Schutzhandschuhe + Schutzanzug + Schutzbrille oder Visier tragen"
1091,"Anwendung ausschliesslich auf PepMV-freien Pflanzen. Die Virusfreiheit muss vor der Anwendung gemäss den Anweisungen des Lieferanten geprüft werden."
1092,"Anwendung bei Temperaturen über 8°C."
1093,"Anwendung mit Giesskanne (1-2 l Brühe/m²) oder für grössere Flächen mit Spritzpumpe (Druck<2.5 bar)"
1094,"Anwendung nach 7-10 Tagen wiederholen."
1095,"Anwendung nur an den vom Bewilligungsinhaber empfohlenen Baumarten."
1096,"Anwendung nur auf Topf- und Containerpflanzen"
1097,"Anwendung nur in Kulturen zur Nutzung als Gewürz (bei Verwendung von Früchten und Samen)."
1098,"Anwendung nur unter den Bäumen"
1099,"Anwendung von Juni bis September, in Randbereichen und Hecken neben Obstanlagen."
1100,"Anwendung während 5 - 7 aufeinanderfolgenden Nächten."
1101,"Anwendung zwischen dem 3. und 6. Standjahr"
1102,"Anzuchtschalen überbrausen oder angiessen."
1103,"Applikation mit einem Heissverneblungsgerät gemäss den technischen Hinweisen der Firma."
1104,"Applikationsintervall: alle 8 Sonnentage (bedeckte Tage gelten als halbe Sonnentage)."
1105,"Auch als Splitbehandlung möglich. 1. Behandlung: 1.1 l/ha (BBCH 12-16); 2. Behandlung: 1.1 l/ha (BBCH 16-18)."
1106,"Auch als Splitbehandlung möglich. 1. Behandlung: 1.5 l/ha; 2. Behandlung: 0.75 l/ha."
1107,"Auch für Zimmerpflanzen."
1108,"Auf erntereifen Früchten können Spritzflecken entstehen."
1109,"Auf leichten Böden besteht die Gefahr von Schäden an der Kultur"
1110,"Auf Packungsetiketten ist auf die Wirkungslücken gegen diverse dikotyle  und monokotyle Unkräuter hinzuweisen."
1111,"Aufgrund potentieller Phytotoxizität nur zwischen 1. Mai und 1. Oktober anwenden."
1112,"Aufsprühen oder in der Raumluft vernebeln. Nicht auf Fruchtkörperanlagen oder Fruchtkörper sprühen."
1113,"Aufwandmenge bei einmaliger Behandlung."
1114,"Ausbringen der Spritzbrühe: Schutzbrille oder Visier tragen."
1115,"Ausschliesslich für den Einsatz in Gewächshäusern zur Tomatenproduktion."
1116,"Bauminjektion oder Mikroinfusion."
1117,"Befüllen des Nebelgeräts: Schutzbrille oder Visier tragen."
1118,"Behandelte Speisekartoffeln vor Verarbeitung für den Konsum waschen."
1119,"Behandlung bei Bedarf im Sommer wiederholen."
1120,"Behandlung bei Bedarf nach 10 Tagen wiederholen."
1121,"Behandlung der Traubenzone."
1122,"Behandlung im Abstand von 3 - 4 Wochen wiederholen."
1123,"Behandlung mit ULV-Sprühgerät (ultra low volume)."
1124,"Behandlung nur bei Imazamox-resistenten Raps-Sorten."
1125,"Behandlung so bald wie möglich nach der Ernte, nicht später als 24 Stunden nach der Ernte."
1126,"Behandlung so bald wie möglich nach der Ernte. Behandlung später als 7 Tage nach der Ernte kann zu Qualitätseinbussen führen."
1127,"Behandlung spätestens bis Ende August."
1128,"Behandlungen im Abstand von 10-21 Tagen."
1129,"Behandlungen im Abstand von 4 Wochen."
1130,"Behandlungen im Abstand von mindestens 2 Tagen."
1131,"Behandlungen nach der Blüte: Pro Parzelle und Jahr insgesamt nicht mehr als 0.34 g/m2 des Wirkstoffs Dithianon anwenden."
1132,"Behandlungsintervall mindestens 10-12 Tage."
1133,"Behandlungsintervall mindestens 4 Wochen"
1134,"Bei Anwendung des Produkts im Nachauflauf Sortenempfindlichkeiten beachten, verträgliche Sorten sind auf der Etikette zu vermerken."
1135,"Bei Applikation darf das Erntegut nicht getroffen werden."
1136,"Bei Bedarf Anwendung nach 4-7 Tagen wiederholen."
1137,"Bei Befall Behandlung anfangs Mai durchführen und Behandlung nach 14 Tagen wiederholen."
1138,"Bei der Behandlung ist der Rückfluss der Nährlösung ins Bewässerungssystem zu vermeiden."
1139,"Bei der Behandlung muss die Temperatur höher als 20°C liegen."
1140,"Bei der Behandlung von Saatgut ist die vom Bewilligungsinhaber erstellte Gebrauchsanweisung zu beachten. Um die Staubemission zu minimieren, bestimmt die Gebrauchsanweisung insbesondere die möglichen Mischungen mit anderen zugelassenen Produkten und die zur Sicherstellung einer guten Adhäsion des Produkts auf dem Saatgut zu verwendenden Zusatzstoffe. Laut Gebrauchsanweisung technisch bzw. unter Sicherheitsaspekten ungeeignete Beizgeräte wie z.B. Betonmischer dürfen nicht verwendet werden.  Der Beizprozess muss gewährleisten, dass die Staubemission bei der Handhabung von behandeltem Saatgut eine Menge von 4 g pro 100 kg Saatgut nicht überschreitet."
1141,"Bei der Erneuerung von Rasenflächen oder der Behandlung von Rasenkanten."
1142,"Bei durchgehender Spritzfolge kann der Wirkstoff Dodine bei anfälligen Sorten vermehrt Fruchthautberostungen verursachen. Dodine darf während der berostungskritischen Zeit (Blütebeginn bis Junifall) nicht eingesetzt werden."
1143,"Bei einer Basiswassermenge von 3000 l/ha."
1144,"Bei Tagestemperaturen über 25°C ist das Produkt in den Abendstunden anzuwenden."
