"id","obligation","count"
859,"Beim Ansetzen der Spritzbrühe sind Schutzhandschuhe und ein Schutzanzug zu tragen. Beim Ausbringen der Spritzbrühe sind Schutzhandschuhe, ein Schutzanzug und festes Schuhwerk zu tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten.",2
860,"Beim Ansetzen und Ausbringen der Spritzbrühe sind Schutzhandschuhe zu tragen.",2
861,"Beim Ansetzen und Ausbringen der Streichlösung sind Schutzhandschuhe zu tragen.",2
862,"Beim Umgang mit dem unverdünnten Mittel müssen Schutzhandschuhe getragen werden.",2
863,"Beizen des Pflanzguts: Schutzhandschuhe + Schutzanzug tragen (Ausnahme: Die Beizung erfolgt maschinell während des Setzens des Pflanzguts).",2
864,"Beizung mit Sprühgerät nach dem Sortieren oder beim Legen.",2
865,"Berufliche Verwendung: Nachfolgearbeiten in behandelten Kulturen: bis 48 Stunden nach Ausbringung des Mittels Schutzhandschuhe + Schutzanzug tragen.",2
866,"Bewilligt nur für die Behandlung folgender Erntegüter: Äpfel.",2
867,"Bewilligt nur für die Behandlung folgender Erntegüter: Bananen.",2
868,"Bewilligt nur für die Behandlung folgender Erntegüter: Birnen.",2
869,"Bewilligt nur für die Behandlung folgender Erntegüter: Getreideerzeugnisse, Verarbeitungsprodukte von Ölsaaten, Hartschalenobst, Trockenobst und Tabak.",2
870,"Blattbehandlung.",2
871,"BlossomProtect ist gemeinsam mit BufferProtect oder BufferProtect NT anzuwenden.",2
872,"Boden nach der Anwendung einige Tage feucht halten.",2
873,"Brühemenge: 200 - 300 l/ha.",2
874,"Brühemenge: 500 - 1000 l/ha.",2
875,"Brühemenge: 500 l/ha.",2
876,"Das Produkt kann bei Hautkontakt möglicherweise Allergien auslösen. Beim Ansetzen der Spritzbrühe müssen Schutzhandschuhe getragen werden. Ist bei der Applikation der Spritzbrühe der Hautkontakt mit dem Pflanzenschutzmittel nicht zu vermeiden (z.B. durch Sprühnebel), ist die Verwendung weiterer geeigneter Schutzausrüstung (z.B. Schutzanzug, Visier, Kopfbedeckung) erforderlich.",2
877,"Das Produkt kann Schäden an der Kultur hervorrufen.",2
878,"Das Produkt kann Schäden an Folgekulturen hervorrufen. Es sind die von der Bewilligungsinhaberin festgelegten Wartefristen bis zum Nachbau der Folgekulturen einzuhalten.",2
879,"Das Produkt vor dem Gebrauch gut schütteln. Im Spritztank bei laufendem Rührwerk anwenden.",2
880,"Die angegebene Aufwandmenge bezieht sich auf Stadium BBCH 03-11 (B-D) und eine Referenzbrühmenge von 800 l/ha (Berechnungsgrundlage).",2
881,"Die Anwendung erfolgt zwingend mit der Unterstützung des Programmes ""ProFume Fumiguide"".",2
882,"Die Behandlung erfolgt ausschliesslich in hermetisch abgeschlossenen Infrastrukturen.",2
883,"Die Behandlung sollte bei hoher Luftfeuchtigkeit und mit einer Mindestwassermenge von 800 l/ha erfolgen.",2
884,"Die Kultur darf bei der Herbizidbehandlung nicht getroffen werden.",2
885,"Die Luftfeuchtigkeit muss nach dem Einsatz während mindestens 24 Stunden über 90% r. F.  gehalten werden. Behandlung nach 7-14 Tagen wiederholen.",2
886,"Die Spritzbrühe nach der Herstellung so schnell als möglich applizieren, da die Emulsionsstabilität gering ist.",2
887,"Die Sulfurylfluoridkonzentrationen in der Luft der Troposphäre sollen überwacht werden. Der Zulassungsinhaber hat die Berichte über die Überwachung alle fünf Jahre, beginnend am 12. Juli 2010, der Bewilligungsstelle zu übermitteln.",2
888,"Durch den Einsatz des Produktes bei Apfel kann es zu einem höheren Fruchtansatz kommen.",2
889,"Einsatz am Tag vor errechnetem Blüten-Infektionstag. Bei mehreren aufeinanderfolgenden Infektionstagen muss die Behandlung alle 2 Tage wiederholt werden, so lange neu Blüten aufgehen.",2
890,"Einsatz in Kombination mit 'Aphipar'.",2
891,"Entspricht 1.5 Mio Nematoden / Liter; Wasseraufwandmenge von 1250 l/ha.",2
892,"Ernte- und Lagergüter dürfen weder direkt noch indirekt kontaminiert werden.",2
893,"Erste Anwendung 2-3 Tage nach der Pflanzung, zweite Anwendung 12-16 Tage später.",2
894,"Es dürfen keine grünen Teile der Kulturpflanzen mit dem Herbizid in Kontakt kommen; Abdrift vermeiden.",2
895,"Es müssen geeignete Massnahmen zur Begrenzung des Risikos für Anwender und Umstehende vorgesehen werden.",2
896,"Flächenbehandlung nach Neuansaat.",2
897,"Früchte, welche bei der Behandlung am Boden liegen, dürfen nicht verzehrt werden.",2
898,"Fungizideinsatz kann zu einer Wirkungseinbusse  führen.",2
899,"Für alle Anwendungen (Feuerbrand + Hemmung des Triebwachstums): maximal 0.3 kg Prohexadione-Calcium pro Hektar und Jahr.",2
900,"Für Blattnutzung (Verzehr der Blätter).",2
901,"Für die Dosierung ist die Gebrauchsanweisung zu beachten.",2
902,"Gefahr von Phytotoxizität bei einer Behandlung bei Sonneneinstrahlung.",2
903,"Gegen Rotbrenner nur in Tankmischung mit 0.1% Folpet DG.",2
904,"Gegen Verletzungen beim Hantieren mit Druckgasflaschen Arbeitshandschuhe verwenden. Gegen Erfrierungen durch sich schnell entspannendes Gas sind beim Öffnen der Gasflasche die Handschuhe abzulegen.",2
905,"Geprüfte Anwendung bei Kaiser Alexander.",2
906,"Giessen.",2
907,"Gleichzeitig oder aufgeteilt auf mehrere Wochen freilassen.",2
908,"Grüne Pflanzenteile von erwünschten Pflanzen dürfen nicht behandelt werden.",2
909,"Im Behandlungsjahr anfallendes Erntegut/Mähgut nicht verfüttern.",2
910,"Im Frühjahr nach dem Austrieb, bei einer 5 - 10 cm Wuchshöhe.",2
911,"Im Frühjahr nach dem Austrieb, bei einer 5 - 15 cm Wuchshöhe.",2
912,"Im Tauchverfahren bei Nadelhölzer 15 l/1000 Pflanzen. Im Tauchverfahren bei Laubhölzern 8-10 l/1000 Pflanzen.",2
913,"In 500 l Wasser/ha.",2
914,"In Tankimschung mit Mero (1.0-2.0 l/ha).",2
915,"In Tankmischung mit 0.4 kg/ha Carbendazim (60% WP) bei starkem Befallsdruck.",2
916,"In Tankmischung mit 0.5 kg/ha Dancor 70 WG.",2
917,"In Tankmischung mit 0.5 kg/ha Metribuzin (70% WG).",2
918,"In Tankmischung mit 0.65 l/ha Fandango.",2
919,"In Tankmischung mit 0.65 l/ha Input.",2
920,"In Tankmischung mit 2.5 kg/ha Mancozeb 80 LG oder 1.5 l/ha Rover (500 g/l Chlorothalonil).",2
921,"In Tankmischung mit Centium 36 CS (0.2-0.25 l/ha).",2
922,"In Wintergetreide darf die Anwendung nicht vor dem 1. April erfolgen.",2
923,"Kann bei empfindlichen Sorten zu einer Mehrberostung der Früchte führen.",2
924,"Keine Anwendung in der Produktion von Steckzwiebeln.",2
925,"Keine Behandlung im Pflanzjahr.",2
926,"Keine Behandlung von Tafelobst.",2
927,"Keine Kompostbehandlung.",2
928,"Keine Niederschläge während mindestens 3 Stunden nach der Behandlung.",2
929,"Keine Wirkung auf bodenbürtigen Schneeschimmel.",2
930,"Kernobst ab 1. Standjahr, Steinobst ab 2. Standjahr",2
931,"Leeres Gebinde gründlich reinigen und zur Kehrichtabfuhr.",2
932,"Max. 3 Splitbehandlungen, max. 2 l/ha je Split.",2
933,"Maximal 1 Behandlung in dieser Anwendung.",2
934,"Maximal 1 Behandlung pro Kultur bei dieser Indikation.",2
935,"Maximal 1 Behandlung pro Kultur: entweder im Herbst (niedrige Dosierung) oder im Frühjahr (höhere Dosierung).",2
936,"Maximal 10 Behandlungen.",2
937,"Maximal 2 Behandlungen im Abstand von 7-14 Tagen gegen diese Schaderreger.",2
938,"Maximal 2 Behandlungen in dieser Anwendung.",2
939,"Maximal 2 Behandlungen pro Kultur im Abstand von mindestens 10 Tagen.",2
940,"Maximal 2 Behandlungen pro Kultur im Abstand von mindestens 14 Tagen.",2
941,"Maximal 2 Behandlungen pro Kultur im Abstand von mindestens 2 Wochen.",2
942,"Maximal 2 Behandlungen pro Kultur und Jahr im Abstand von mindestens 14 Tagen.",2
943,"Maximal 2 Behandlungen pro Parzelle und Jahr  im Abstand von mindestens 21 Tagen.",2
944,"Maximal 2 Behandlungen pro Parzelle und Jahr im Abstand von 28 Tagen.",2
945,"Maximal 2 Behandlungen pro Parzelle und Jahr im Abstand von 7-10 Tagen.",2
946,"Maximal 2 Behandlungen pro Parzelle und Jahr im Abstand von mindestens 2 Wochen.",2
947,"Maximal 2 Behandlungen pro Pflanze im Abstand von 14 Tagen.",2
948,"Maximal 3 Behandlungen nach der Ernte.",2
949,"Maximal 4 Behandlungen im Abstand von 14 Tagen.",2
950,"Maximal 4 Behandlungen pro Jahr mit Produkten mit Cymoxanil",2
951,"Maximal 4 Behandlungen pro Kultur im Abstand von mindestens 3 Wochen.",2
952,"Maximal 8 Behandlungen pro Kultur und Jahr.",2
953,"Maximal insgesamt 3 Spritz- und Giessbehandlungen pro Kultur und Jahr.",2
954,"Maximal zwei Behandlungsprogramme. Ein Behandlungsprogramm besteht aus maximal zwei Behandlungen zu je maximal 600 ml/ha in einem Abstand von 7 Tagen. Die Behandlungsprogramme mit mindestens zwei Behandlungen mit Produkten anderer Wirkstoffgruppen abwechseln.",2
955,"Maximale Aufwandmenge: 1.25 l/ha.",2
956,"Maximale Gaskonzentration: 128 g/m³ pro Begasung.",2
957,"Mehrere Anwendungen möglich. Maximale jährliche Ausbringmenge 16 l/ha.",2
958,"Mindestens 2 Freilassungen im Abstand von 2 Wochen oder 1 Beutel alle 4 Wochen.",2
959,"Mit 0.5l/ha Gondor (W 6326).",2
960,"Mit 1 l/ha Dash EC (Netzmittel).",2
961,"Mit mindestens 600 l Wasser pro ha.",2
962,"Mit Motor- oder Rückenspritze in 500-1500 L Wasser, mit Rückennebelblaser in 250-400 L Wasser.",2
963,"Nach der Behandlung mit dem Schnitt 4 Tage zuwarten (ideal 8 bis 10 Tage).",2
964,"Nach pflugloser Ansaat von anfälligen Sorten nach Weizen oder Mais.",2
965,"Nach Zugabe des Produktes in den Vernebler: Raum sofort verlassen und Raum gut verschliessen. Während der Behandlungszeit sicherstellen, dass niemand den Raum betritt. Nach Abschluss der Behandlungszeit: Raum vor dem Wiederbetreten mindestens 15 Minuten gründlich lüften.",2
966,"Nacherntebehandlung.",2
967,"Nematodenbehandlung vor Pflanzung.",2
968,"Nicht anwenden bei drohender Frostgefahr.",2
969,"Nicht bei alleiniger Tröpfchenbewässerung einsetzen.",2
970,"Nicht kombiniert mit anderen Pflanzenschutzmitteln anwenden.",2
971,"Nicht mehr als 2 aufeinander folgende Behandlungen.",2
972,"Nicht mit Ca-Blattdüngern mischen (2 - 3 Tage Abstand zwischen den Behandlungen).",2
973,"Nicht mit Gibberellin-haltigen Produkten und anderen Ausdünnungspräparaten ausbringen (2 - 3 Tage Abstand zwischen den Behandlungen).",2
974,"Nicht vernebeln oder verdampfen.",2
975,"Nur 1 Anwendung.",2
976,"Nur als Reihenbehandlung.",2
977,"Nur als Zugabe zur Nährlösung.",2
978,"Nur bei Befall (sichtbare Wirkung tritt erst nach 14 Tagen ein). Nachbehandlung, falls nötig, frühestens nach 3 Wochen.",2
979,"Nur bei starkem Befallsdruck.",2
980,"Nur Einzelpflanzenbehandlung gemäss Direktzahlungsverordnung (DZV) zugelassen (keine Flächenbehandlung).",2
981,"Nur für Nutzung als nachwachsender Rohstoff für technische Zwecke.",2
982,"Nur in Ertragsreben.",2
983,"Nur in Tankmischung mit 0.0175% Flint.",2
984,"Nur in Tankmischung mit 0.03% Delan WG oder 0.1% Captan (80%).",2
985,"Nur in Tankmischung mit 0.1% Folpet 80 WDG (1.6 kg/ha).",2
986,"Nur in Tankmischung mit 0.1% Folpet 80%.",2
987,"Nur in Tankmischung mit 0.125% Kocide 2000 oder mit 0.1% Oxycuivre 50.",2
988,"Nur in Tankmischung mit 0.2 kg/ha Dancor 70 WG.",2
989,"Nur in Tankmischung mit Captan 80 % (0.1 %, 1.6 kg/ha) oder Dithianon 70 % (0.03 %, 480 g/ha).",2
990,"Nur in Tankmischung mit Captan 80 WDG (0.1%, 1.6 kg/ha) oder Delan WG (0.03%, 480 g/ha).",2
991,"Nur in Tankmischung mit Captan-S WG (0.1%, 1.6 kg/ha) oder Delan WG (0.03%, 480 g/ha).",2
992,"Nur in Tankmischung mit Folpet (0.1%).",2
993,"Nur in Tankmischung mit Malvin WG 0.1% (1.6 kg/ha),  Delan WG 0.03% (480 g/ha) oder Delan 500 SC 0.05% (0.8 l/ha).",2
994,"Nur in Tankmischung mit Slick 0.015% und Malvin WG 0.1% oder mit Slick 0.015% und Delan WG 0.03%.",2
995,"Nur Pflanzen im Wachstum behandeln.",2
996,"Nur während der vollständigen Vegetationsruhe ausgangs Winter anwenden.",2
997,"Nur zur Verwendung durch Personen, die im Besitze einer Fachbewilligung für die Schädlingsbekämpfung mit Sulfurylfluorid sind, gemäss Artikel 1 der Verordnung des EDI über die Fachbewilligung für die Schädlingsbekämpfung mit Begasungsmitteln VFB-B (SR 814.812.33).",2
998,"Saatbeetbehandlung.",2
999,"Seitenknospen nicht länger als 2.5 cm.",2
1000,"Sicherstellen, dass der behandelte Rasen bis zum nächsten Schnitt (inklusive Entfernung Schnittgut) nur mit langärmeligen Hemd + langen Hosen + festem Schuhwerk + Schutzhandschuhen betreten wird.",2
1001,"Sortenempfindlichkeit beachten.",2
1002,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Pflanzenschutzmittel, welches Bifenazat enthält, nicht mehr als vier Mal pro Jahr ausgebracht werden.",2
1003,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Produkt, welches einen Wirkstoff aus der Wirkstoffgruppe der CAA (Carboxylic acid amides) oder Zoxamid enthält, nicht mehr als 3 mal pro Parzelle und Jahr ausgebracht werden.",2
1004,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Produkt, welches einen Wirkstoff aus der Wirkstoffgruppe der SSH (Sterolsynthesehemmer) enthält, nicht mehr als 4 mal pro Parzelle und Jahr ausgebracht werden.",2
1005,"SPa 1: Zur Vermeidung einer Resistenzbildung dürfen Pflanzenschutzmittel aus der gleichen Wirkstoffgruppe nicht mehr als 2 mal pro Kultur ausgebracht werden.",2
1006,"SPa 1: Zur Vermeidung einer Resistenzbildung dürfen Pflanzenschutzmittel aus der gleichen Wirkstoffgruppe nicht mehr als 3 mal pro Parzelle und Jahr ausgebracht werden.",2
1007,"SPa 1: Zur Vermeidung einer Resistenzbildung dürfen Pflanzenschutzmittel mit einem Wirkstoff der Gruppe der QoI (Quinone outside Inhibitors) nicht mehr als 2 Mal pro Parzelle und Jahr ausgebracht werden",2
1008,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 2 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe FRAC Nr.11.",2
1009,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Jahr und Parzelle mit Produkten aus der Wirkstoffgruppe FRAC Nr. 40 (CAA, Carboxylic acid amides) oder FRAC Nr. 45 (QoSI, Quinone outside inhibitor stigmatellin binding type).",2
1010,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Kultur mit Produkten aus der Wirkstoffgruppe FRAC G1 (Sterolsynthesehemmer, SSH).",2
1011,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Kultur und Jahr mit Produkten aus der Wirkstoffgruppe FRAC Nr.11 (Strobilurine, QoI-Hemmer).",2
1012,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Kultur und Jahr mit Produkten aus der Wirkstoffgruppe FRAC Nr.11.",2
1013,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 4 Behandlungen pro Jahr und Parzelle mit Produkten aus der Wirkstoffgruppe FRAC Nr.29 (Fluazinam) oder FRAC Nr. 40 (CAA Carboxylic acid amides).",2
1014,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 4 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe FRAC Nr. 03.",2
1015,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 4 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe FRAC Nr. 40 (Carboxylic acid amides, CAA).",2
1016,"SPa1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Pflanzenschutzmittel, welches den Wirkstoff Proquinazid, Quinoxyfen oder einen anderen Wirkstoff aus der Gruppe der Azanaphtalene enthält nicht mehr als 3 Mal pro Parzelle und Jahr ausgebracht werden, wovon höchstens 2 aufeinander folgende Behandlungen erlaubt sind.",2
1017,"SPe 1 - Zum Schutz des Grundwassers maximal 1 Anwendung mit einem Trifloxystrobin-haltigen Produkt pro Kultur und Jahr.",2
1018,"SPe 1 - Zum Schutz von Grundwasser Anwendung Quinmerac-haltiger Produkte nur alle 2 Jahre auf derselben Parzelle. Herbstanwendung nur alle 4 Jahre.  Maximal 250 g Quinmerac/ ha.",2
1019,"SPe 1 - Zum Schutz von Grundwasser dieses Pflanzenschutzmittel oder andere Fluopicolidehaltige Pflanzenschutzmittel nicht mehr als 2 mal pro Parzelle und Jahr anwenden.",2
1020,"SPe 1 - Zum Schutz von Grundwasser Pethoxamid-haltige Pflanzenschutzmittel nicht mehr als 1 mal alle 2 Jahre auf derselben Parzelle in dieser Kultur anwenden.",2
1021,"SPe 1 - Zum Schutz von Grundwasser Sulfosulfuron-haltige Pflanzenschutzmittel nicht mehr als 1 mal alle 2 Jahre auf derselben Parzelle anwenden.",2
1022,"SPe 3: Zum Schutz von Gewässerorganismen muss das Abschwemmungsrisiko gemäss den Weisungen der Zulassungsstelle um 3 Punkte reduziert werden. Sollte maximal 1 Anwendung pro Jahr erfolgen, muss das Abschwemmungsrisiko gemäss den Weisungen der Zulassungsstelle um 2 Punkte reduziert werden.",2
1023,"SPe 3: Zum Schutz von Gewässerorganismen vor den Folgen von Drift eine unbehandelte Pufferzone von 50 m zu Oberflächengewässern einhalten. Zum Schutz vor den Folgen einer Abschwemmung müssen die Fahrgassen mit einer geschlossenen Pflanzendecke bedeckt sein. Reduktion der Distanz aufgrund von Drift und Ausnahmen gemäss den Weisungen der Zulassungsstelle.",2
1024,"SPe 3: Zum Schutz von Nichtzielarthropoden vor den Folgen von Drift eine unbehandelte Pufferzone von 60 m zu Biotopen (gemäss Art. 18a und 18b NHG) einhalten.",2
1025,"SPe 8 - Gefährlich für Bienen: Darf nur ausserhalb des Bienenfluges (abends) mit blühenden oder Honigtau aufweisenden Pflanzen (z.B. Kulturen, Einsaaten, Unkräuter, Nachbarkulturen, Hecken) in Kontakt kommen.",2
1026,"Splitbehandlung (angegebene Aufwandmenge entspricht total bewilligter Menge pro Kultur); Vorauflauf, unmittelbar nach der Saat: 0.15 kg/ha; Nachauflauf, Stadium 12-16 (BBCH): 0.15 kg/ha.",2
1027,"Splitbehandlung gemäss den Angaben der Bewilligungsinhaberin (max. 3 l/ha je Split, angegebene Aufwandmenge entspricht total bewilligter Menge).",2
1028,"Splitbehandlung. 1. Behandlung: max. 1.5 l/ha; 2. Behandlung: max. 1.0 l/ha oder 1. Behandlung  max. 1.0 l/ha, 2. Behandlung max. 1.5 l/ha (angegebene Aufwandmenge entspricht total bewilligter Menge).",2
1029,"Teilwirkung gegen Käferarten der Gattung Tribolium und gegen ältere Mottenlarven.",2
1030,"Toxisch für Raubwanzen und Raubmilben.",2
1031,"Unkräuter sind im vollen Wachstum und bevor sie Samenträger bilden zu behandeln.",2
1032,"Veränderungen des Geschmacks von behandelten Zwiebeln sind nicht auszuschliessen.",2
1033,"Verwendung der Tauchlösung: Schutzhandschuhe + Schutzanzug + Schutzbrille tragen.",2
1034,"Vor dem Austrieb ist eine Behandlung direkt auf die Kultur möglich. Nach dem Austrieb nur zwischen den Reihen behandeln.",2
1035,"Vor der Aussaat oder Pflanzung mit dem Substrat mischen.",2
1036,"Vor einem Einsatz muss die Pflanzenverträglichkeit auf einer kleinen Fläche abgeklärt werden.",2
1037,"Vor einem grossflächigen Einsatz muss die Pflanzenverträglichkeit auf einzelnen Pflanzen getestet werden.",2
1038,"Während 12 Std. nach Behandlung Temperaturen über 8°C und feuchte Stämme.",2
1039,"Zur Vermeidung von Spritzflecken auf Zierpflanzen zum Zeitpunkt des Verkaufs die Behandlung genügend früh durchführen.",2
1040,"Zwischenreihenbehandlung, Anwendung ausschliesslich unter Verwendung von Spritzschirmen.",2
1041,"1 Behandlung nach der Ernte, spätestens bei Farbstadium 3.5 - 4.",1
1042,"1 Behandlung während 24-48h im Reiferaum.",1
1043,"1 Einheit = 40 Adulte",1
1044,"1 Einheit = 50 Adulte",1
1045,"1 Freilassung (auf 25 Kartonträgern) pro ha",1
1046,"1-2 Anwendungen pro Aufwuchs.",1
1047,"1-2 Anwendungen.",1
1048,"1-2 Behandlungen pro Kultur.",1
1049,"1-2 Behandlungen pro Parzelle und Jahr im Abstand von 3 Wochen und 2-6 Wochen vor der Ernte.",1
1050,"1-3 Splitbehandlungen, 0.5 kg/ha je Split.",1
1051,"1. Applikation: ca. 2 Wochen vor der Pflanzung, Anwendung in  das Pflanzloch bzw. auf die Pflanzreihen oder über das Bewässerungssystem.",1
1052,"1. Behandlung bei der Pflanzung.",1
1053,"1. Freilassung: ca Anfang Juli (Eiablage der 2. Generation Pflaumenwickler)",1
1054,"2 Anwendungen.",1
1055,"2 Behandlungen im Abstand von 10 Tagen. 1. Behandlung kurz vor dem Farbumschlag.",1
1056,"2 Behandlungen im Abstand von 10-15 Tagen (maximal 3 Behandlungen pro Parzelle und Jahr).",1
1057,"2 Splitbehandlungen, maximal 0.75 kg/ha je Split (angegebene Aufwandmenge entspricht total bewilligter Menge).",1
1058,"2 Splitbehandlungen, maximal 1.0 kg/ha je Split (angegebene Aufwandmenge entspricht total bewilligter Menge).",1
1059,"2-3 Freilassungen im Abstand von 2 Wochen",1
1060,"2-4 Behandlungen im Abstand von 5 Tagen, empfohlene Brühemenge 800 l/ha.",1
1061,"2-malige Splitbehandlung auch möglich (angegebene Aufwandmenge entspricht total bewilligter Menge).",1
1062,"2. Applikation (Behandlung der Jungpflanzen): Tauchen der Wurzelballen in Brühe bzw. Giessen.",1
1063,"3 Behandlungen im Abstand von je ca. 14 Tagen.",1
1064,"3-4 Behandlungen.",1
1065,"3. Folgeapplikationen (alle 6 Wochen): Anwendung in das Pflanzloch bzw. auf die Pflanzreihen oder über das Bewässerungssystem.",1
1066,"Als Ergänzung zu einer Vorauflaufbehandlung.",1
1067,"Als Zusatz zu den durch die Firma zu bestimmenden Herbiziden und Insektiziden.",1
1068,"Als Zusatz zu den durch die Firma zu bestimmenden Herbiziden und Saatbeizmitteln.",1
1069,"Als Zusatz zu den durch die Firma zu bestimmenden Herbiziden, Fungiziden und Regulatoren für die Pflanzenentwicklung",1
1070,"Als Zusatz zu den durch die Firma zu bestimmenden Insektiziden.",1
1071,"Angabe der geeigneten Kulturen und Anbaubedingungen durch den Bewilligungsinhaber.",1
1072,"Angegebene Aufwandmenge entspricht 0.2-0.4 Aufhängebeutel/m2.",1
1073,"Angegebene Aufwandmenge entspricht 0.5-1 Aufhängebeutel / m2.",1
1074,"Anlagegrösse nicht unter 0.5-1 ha. Reihenabstand nicht über 4.5 m.",1
1075,"Anlagegrösse nicht unter 0.5-1 ha. Reihenabstand nicht über 4.5 m. Für grössere Flächen ab 1-2 ha kann die Anzahl der Dispenser auf 300/ha reduziert werden.",1
1076,"Anlagegrösse nicht unter 15 ha oder mindestens 5 ha innerhalb einer Fläche von 15-20 ha, in der die Verwirrungstechnik gegen den Apfelwickler mit anderen Produkten gemäss den Angaben der Bewilligungsinhaberin eingesetzt wird.",1
1077,"Ansetzen der Brühe: Schutzhandschuhe + Schutzbrille oder Visier tragen.",1
1078,"Ansetzen der Brühe: Schutzhandschuhe + Schutzbrille oder Visier tragen. Behandlung: Schutzhandschuhe tragen.",1
1079,"Ansetzen der Giessbrühe: Schutzbrille oder Visier tragen.",1
1080,"Ansetzen der Giessbrühe: Schutzhandschuhe + Schutzbrille oder Visier tragen.",1
1081,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Atemschutzmaske (A2) tragen. Ausbringen der Spritzbrühe: Schutzhandschuhe + Schutzanzug tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten.",1
1082,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Atemschutzmaske (P3) tragen",1
1083,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Schutzbrille + Atemschutzmaske (A2) tragen. Ausbringen der Spritzbrühe: Schutzbrille oder Visier tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten.",1
1084,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Schutzbrille + Atemschutzmaske (P3) tragen. Ausbringen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Visier + Kopfbedeckung tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten.",1
1085,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Schutzbrille oder Visier tragen. Tauchbehandlung des Pflanzguts: Schutzhandschuhe + Schutzanzug + Visier + Kopfbedeckung tragen. Umgang mit behandeltem Pflanzgut: Schutzhandschuhe + Schutzanzug tragen.",1
1086,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Schutzbrille oder Visier tragen. Ausbringen der Spritzbrühe: Schutzhandschuhe tragen.",1
1087,"Ansetzen der Spritzbrühe: Schutzhandschuhe tragen. Ausbringen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Kopfbedeckung tragen.",1
1088,"Ansetzen der Streichlösung: Schutzhandschuhe + Schutzbrille oder Visier tragen. Ausbringen der Streichlösung: Schutzhandschuhe tragen.",1
1089,"Ansetzen des Mittels: Schutzhandschuhe + Schutzanzug + Schutzbrille oder Visier tragen. Ausbringen des Mittels: Schutzhandschuhe + Schutzbrille oder Visier tragen.",1
1090,"Ansetzen und Ausbringen der Streichlösung: Schutzhandschuhe + Schutzanzug + Schutzbrille oder Visier tragen",1
1091,"Anwendung ausschliesslich auf PepMV-freien Pflanzen. Die Virusfreiheit muss vor der Anwendung gemäss den Anweisungen des Lieferanten geprüft werden.",1
1092,"Anwendung bei Temperaturen über 8°C.",1
1093,"Anwendung mit Giesskanne (1-2 l Brühe/m²) oder für grössere Flächen mit Spritzpumpe (Druck<2.5 bar)",1
1094,"Anwendung nach 7-10 Tagen wiederholen.",1
1095,"Anwendung nur an den vom Bewilligungsinhaber empfohlenen Baumarten.",1
1096,"Anwendung nur auf Topf- und Containerpflanzen",1
1097,"Anwendung nur in Kulturen zur Nutzung als Gewürz (bei Verwendung von Früchten und Samen).",1
1098,"Anwendung nur unter den Bäumen",1
1099,"Anwendung von Juni bis September, in Randbereichen und Hecken neben Obstanlagen.",1
1100,"Anwendung während 5 - 7 aufeinanderfolgenden Nächten.",1
1101,"Anwendung zwischen dem 3. und 6. Standjahr",1
1102,"Anzuchtschalen überbrausen oder angiessen.",1
1103,"Applikation mit einem Heissverneblungsgerät gemäss den technischen Hinweisen der Firma.",1
